scene_id,method,class_id,class_label,object_id,predicted_room_id,rank,score
00847-bCPU9suPUw9,hovsg,0,acoustic panel,0_2_106,0_2,1,0.27940582649782125
00847-bCPU9suPUw9,hovsg,0,acoustic panel,1_3_90,1_3,2,0.27713981193911785
00847-bCPU9suPUw9,hovsg,0,acoustic panel,1_3_32,1_3,3,0.2760922130578339
00847-bCPU9suPUw9,hovsg,0,acoustic panel,0_0_264,0_0,4,0.274493207947053
00847-bCPU9suPUw9,hovsg,0,acoustic panel,1_3_89,1_3,5,0.2740699477197591
00847-bCPU9suPUw9,hovsg,1,air conditioner,1_0_17,1_0,1,0.27636075192617304
00847-bCPU9suPUw9,hovsg,1,air conditioner,0_0_131,0_0,2,0.26183572204310906
00847-bCPU9suPUw9,hovsg,1,air conditioner,1_4_344,1_4,3,0.2611588341406019
00847-bCPU9suPUw9,hovsg,1,air conditioner,0_0_127,0_0,4,0.2606192325841314
00847-bCPU9suPUw9,hovsg,1,air conditioner,0_0_262,0_0,5,0.25719546722207354
00847-bCPU9suPUw9,hovsg,2,air freshener,0_0_131,0_0,1,0.2472793593282856
00847-bCPU9suPUw9,hovsg,2,air freshener,1_3_4,1_3,2,0.24430773273235898
00847-bCPU9suPUw9,hovsg,2,air freshener,1_0_17,1_0,3,0.24149702303570145
00847-bCPU9suPUw9,hovsg,2,air freshener,1_4_128,1_4,4,0.23347827708597912
00847-bCPU9suPUw9,hovsg,2,air freshener,0_0_127,0_0,5,0.2297997007758633
00847-bCPU9suPUw9,hovsg,3,air hockey,1_3_56,1_3,1,0.1929092140454318
00847-bCPU9suPUw9,hovsg,4,air purifier,1_4_128,1_4,1,0.26450417778136615
00847-bCPU9suPUw9,hovsg,4,air purifier,1_4_344,1_4,2,0.2604585430035483
00847-bCPU9suPUw9,hovsg,4,air purifier,0_0_127,0_0,3,0.2600089029326812
00847-bCPU9suPUw9,hovsg,4,air purifier,0_0_47,0_0,4,0.25701215464145
00847-bCPU9suPUw9,hovsg,4,air purifier,1_3_4,1_3,5,0.2558450307411362
00847-bCPU9suPUw9,hovsg,5,aisle frame,1_1_7,1_1,1,0.26025600172452446
00847-bCPU9suPUw9,hovsg,5,aisle frame,1_4_146,1_4,2,0.2599093932968758
00847-bCPU9suPUw9,hovsg,5,aisle frame,1_4_172,1_4,3,0.2587719877097495
00847-bCPU9suPUw9,hovsg,5,aisle frame,1_4_91,1_4,4,0.2567527777903433
00847-bCPU9suPUw9,hovsg,5,aisle frame,1_4_26,1_4,5,0.2554635008722781
00847-bCPU9suPUw9,hovsg,6,alarm,1_4_11,1_4,1,0.2367967148247782
00847-bCPU9suPUw9,hovsg,6,alarm,1_3_60,1_3,2,0.2348233628597311
00847-bCPU9suPUw9,hovsg,6,alarm,1_4_12,1_4,3,0.23291370344965337
00847-bCPU9suPUw9,hovsg,6,alarm,1_4_250,1_4,4,0.2324191271008899
00847-bCPU9suPUw9,hovsg,6,alarm,1_4_6,1_4,5,0.23091118218835008
00847-bCPU9suPUw9,hovsg,7,album,1_4_91,1_4,1,0.2691399096068669
00847-bCPU9suPUw9,hovsg,7,album,1_4_172,1_4,2,0.2681422222472369
00847-bCPU9suPUw9,hovsg,7,album,1_4_152,1_4,3,0.26050051948195274
00847-bCPU9suPUw9,hovsg,7,album,1_4_3,1_4,4,0.25955912000243697
00847-bCPU9suPUw9,hovsg,7,album,1_4_278,1_4,5,0.2580556855623001
00847-bCPU9suPUw9,hovsg,8,amplifier,1_3_49,1_3,1,0.24739845230744112
00847-bCPU9suPUw9,hovsg,8,amplifier,1_4_155,1_4,2,0.24682347237753363
00847-bCPU9suPUw9,hovsg,8,amplifier,1_4_156,1_4,3,0.23835329751754566
00847-bCPU9suPUw9,hovsg,8,amplifier,0_2_54,0_2,4,0.23337278159907845
00847-bCPU9suPUw9,hovsg,8,amplifier,1_4_6,1_4,5,0.2296851790033002
00847-bCPU9suPUw9,hovsg,9,appliance,0_0_204,0_0,1,0.3067669957568365
00847-bCPU9suPUw9,hovsg,9,appliance,0_0_210,0_0,2,0.3066753627721086
00847-bCPU9suPUw9,hovsg,9,appliance,0_0_195,0_0,3,0.3059088752431616
