scene_id,object_id,predicted_class_id,class_label,predicted_room_id,object_x,object_y,object_z,p_obj,p_det,p_view,p_mem,p_sem_bar,p_sem,p_coh
00847-bCPU9suPUw9,0_0_0,326,partial,0_0,-0.64012980782183,1.3034063931420856,1.430614851264367,0.10812413256079587,0.9805068372265294,0.9270317861516935,0.9975541060324079,0.11924520479715037,0.5016572375103091,0.11924520479715037
00847-bCPU9suPUw9,0_0_1,478,tile,0_0,0.27164294493714947,0.007400546213911378,1.0367822169589047,0.8911426264178188,0.9823887613646083,0.9126995747588236,0.999918926766589,0.9939652365269025,0.9939652365269025,0.9973495012722298
00847-bCPU9suPUw9,0_0_10,484,toilet,0_0,-1.0143807563076095,0.6221646897988204,3.7439153188882086,0.8029988235179708,0.9282738703671686,0.9279331459924882,0.9963964403152216,0.9355993851481387,0.9355993851481387,0.9951780237849708
00847-bCPU9suPUw9,0_0_100,478,tile,0_0,-1.0565062068701088,0.3996425876067633,3.314958194186269,0.8299480315824765,0.9915399133680975,0.9431086515215032,0.9994620601914659,0.88799936784234,0.88799936784234,0.9636378944508952
00847-bCPU9suPUw9,0_0_101,82,cardboard,0_0,0.1052465814930225,-0.0050712352558320885,4.018845808418036,0.011639180772312834,0.964139064604586,0.8869388581115216,0.9976746862943267,0.013642692740520069,0.7670339323807114,0.013642692740520069
00847-bCPU9suPUw9,0_0_102,478,tile,0_0,-0.2082272767419829,-0.0025666907129232486,3.4235140623904083,0.900683127396108,0.9918265181039672,0.9464471911544207,0.9984030616224389,0.9610235287943619,0.9610235287943619,0.9971547383808579
00847-bCPU9suPUw9,0_0_103,82,cardboard,0_0,0.27724660658993866,-0.0028299081897047687,3.401274795719129,0.06968791807264962,0.9220223264609064,0.9226793879048587,0.9985487274428275,0.08203439344352859,0.7382664679244085,0.08203439344352859
00847-bCPU9suPUw9,0_0_104,82,cardboard,0_0,-0.7987673735789594,0.010787758326364597,4.0739751735230945,0.0036648186770823297,0.9699039190484766,0.9446733920972914,0.9980839189266676,0.0040075138920187756,0.5985377241656709,0.0040075138920187756
00847-bCPU9suPUw9,0_0_105,478,tile,0_0,0.6604295450092963,0.47748124636808315,3.4557835037525804,0.7544462836685737,0.8169049593033615,0.9418870807503918,0.9997161042152746,0.980801819534216,0.980801819534216,0.9935563246538026
00847-bCPU9suPUw9,0_0_106,82,cardboard,0_0,-1.1027557847448206,0.015433332855065249,4.0813980965751915,0.007510462399986471,0.8684450677117787,0.9591556037701259,0.994543688337038,0.00906590970487205,0.651867610176241,0.00906590970487205
00847-bCPU9suPUw9,0_0_107,324,paper towel,0_0,0.5854505331893102,-0.6101117645037735,3.8556338519425006,0.00312547446868561,0.9712188070819416,0.9303981975360138,0.9980640280366376,0.003465545525887463,0.7784107717616934,0.003465545525887463
00847-bCPU9suPUw9,0_0_108,478,tile,0_0,0.6569383213636261,0.5620969126330824,3.3816415257230337,0.7523900377408895,0.8368107140798288,0.9115763517101974,0.9997457141597721,0.986582035817165,0.986582035817165,0.989245169243746
00847-bCPU9suPUw9,0_0_109,478,tile,0_0,0.6590832173523068,0.18571311654595632,3.4537147086890165,0.8737885156517803,0.9913269823780773,0.9335197326475617,0.9994463442658412,0.9447271989891785,0.9447271989891785,0.9872709653789429
00847-bCPU9suPUw9,0_0_11,478,tile,0_0,-0.2052873249564262,0.7695801839678436,4.164603648588971,0.7264215090669895,0.9585588483906612,0.9264218173568967,0.9999795002558111,0.8180315300050485,0.9937413932225269,0.8180315300050485
00847-bCPU9suPUw9,0_0_110,478,tile,0_0,0.33395419332443155,0.4371170671712742,3.3009576251417783,0.8181239476869604,0.9568848444355859,0.8932570240316693,0.9990297807725145,0.9580861336324532,0.9580861336324532,0.9700238908741089
00847-bCPU9suPUw9,0_0_111,478,tile,0_0,-0.6069690616534457,1.1272254995321718,4.163946671882922,0.8203947459022838,0.9715149579423148,0.916013859441563,0.9999882702893579,0.9218843199065402,0.9981530476683049,0.9218843199065402
00847-bCPU9suPUw9,0_0_112,484,toilet,0_0,-0.6073273956635714,0.40800228730714005,3.765604940268882,0.8340849086290643,0.9674386478728337,0.9301206642401239,0.9945428477383048,0.932017439940501,0.932017439940501,0.9999183692267574
00847-bCPU9suPUw9,0_0_113,478,tile,0_0,0.03118822969437951,0.5848097622289271,3.255988723071602,0.2278475487984439,0.9738171924433578,0.9245398632081929,0.9918752002821284,0.25514334801008387,0.723507789583111,0.25514334801008387
00847-bCPU9suPUw9,0_0_114,478,tile,0_0,-0.2968146700754323,0.011179069847339629,3.079783368538165,0.8923536889198671,0.9772027057664695,0.9305757287842122,0.9996377367514435,0.9816530015373186,0.9837072611631338,0.9816530015373186
00847-bCPU9suPUw9,0_0_115,478,tile,0_0,-0.5053029882485055,0.002828787263709607,4.024931657146211,0.7163381084599919,0.9718606082580448,0.9264914062357172,0.9992017199710966,0.7961951137672262,0.7961951137672262,0.8701670501103457
00847-bCPU9suPUw9,0_0_116,478,tile,0_0,0.05738369965857387,0.004437401599329476,2.989688045587847,0.8899122192404658,0.9788586116738022,0.9167206829792143,0.9998658958606217,0.9918555292265993,0.9918555292265993,0.9952342080934917
00847-bCPU9suPUw9,0_0_117,87,cat,0_0,-0.06185019130001871,0.008717386123474337,4.060644505275724,0.5675147918266504,0.9638003020099629,0.9294410855570897,0.9741715173831902,0.6503285697323143,0.6503285697323143,0.8882835388313083
00847-bCPU9suPUw9,0_0_118,478,tile,0_0,0.6619331873883764,0.8415596850285806,3.4546954452789707,0.9107635339555128,0.9824026092130923,0.9327638656695035,0.9998618859491282,0.99404123217713,0.99404123217713,0.9954523173651567
00847-bCPU9suPUw9,0_0_119,463,switch,0_0,0.26825179038414254,1.3044741590922397,3.306612830454424,0.6448759498397787,0.9808515710835324,0.9460597068130485,0.9981587200107882,0.6962332135485987,0.6962332135485987,0.9789901833785808
