scene_id,method,class_id,class_label,object_id,predicted_room_id,rank,score,p_det,p_view,p_mem,p_sem_q
00824-Dd4bFSTQ8gi,belief,0,acoustic panel,0_3_10,0_3,1,0.2882825134690037,0.9817342900008242,0.9336293568933061,0.9927135368907062,0.3168297075163961
00824-Dd4bFSTQ8gi,belief,0,acoustic panel,0_5_342,0_5,2,0.1928592214780504,0.9479951025803883,0.9019000218927764,0.9860928734889655,0.22874841732195225
00824-Dd4bFSTQ8gi,belief,0,acoustic panel,0_0_39,0_0,3,0.19103397047357107,0.9676551548430958,0.9220987959845639,0.9873662298930815,0.2168374360659045
00824-Dd4bFSTQ8gi,belief,0,acoustic panel,0_4_102,0_4,4,0.1607956412821975,0.9793698223022669,0.9410808717219558,0.9971505440458512,0.17496044620640044
00824-Dd4bFSTQ8gi,belief,0,acoustic panel,0_4_120,0_4,5,0.15919968063737536,0.9559786604214757,0.9529424329546861,0.9971428800812246,0.17525480575818653
00824-Dd4bFSTQ8gi,belief,1,air conditioner,0_0_68,0_0,1,0.04598059248348382,0.9846795644396259,0.9289725468060053,0.9990746168670699,0.05031284007772373
00824-Dd4bFSTQ8gi,belief,1,air conditioner,0_0_69,0_0,2,0.03112237177779306,0.9587556103772539,0.9581037180722831,0.9990149214685824,0.033914097744234636
00824-Dd4bFSTQ8gi,belief,1,air conditioner,0_0_3,0_0,3,0.02862211614863609,0.944503735465768,0.9177409927973148,0.9992977798065575,0.03304326904972562
00824-Dd4bFSTQ8gi,belief,1,air conditioner,0_0_74,0_0,4,0.010670041923489816,0.9602879842122395,0.9475084521535366,0.9993993828081466,0.011733902127991884
00824-Dd4bFSTQ8gi,belief,1,air conditioner,0_6_158,0_6,5,0.009426283589599252,0.95469726641687,0.935107809836967,0.7431914433639781,0.01420732899256612
00824-Dd4bFSTQ8gi,belief,2,air freshener,0_1_52,0_1,1,0.023144590777580045,0.9670426288967379,0.9487705709054759,0.8860270082170919,0.028470541134065847
00824-Dd4bFSTQ8gi,belief,2,air freshener,0_1_35,0_1,2,0.002047752890472553,0.9436002045715728,0.9186584180695694,0.9937285419533587,0.0023772108205008117
00824-Dd4bFSTQ8gi,belief,2,air freshener,0_4_7,0_4,3,0.0015675637668418826,0.9548851611138032,0.9557685739561002,0.9927725423818324,0.0017301014425140813
00824-Dd4bFSTQ8gi,belief,2,air freshener,0_4_19,0_4,4,0.001196109960696278,0.8997959636237179,0.9968185372011825,0.9517453362107378,0.0014011679775581376
00824-Dd4bFSTQ8gi,belief,2,air freshener,0_6_2,0_6,5,0.0008914727999734659,0.9230388447760689,0.92111433688238,0.96168527426753,0.0010902889503655825
00824-Dd4bFSTQ8gi,belief,3,air hockey,0_1_52,0_1,1,0.0011975969059828966,0.9670426288967379,0.9487705709054759,0.8860270082170919,0.0014731836177827242
00824-Dd4bFSTQ8gi,belief,3,air hockey,0_5_381,0_5,2,0.0007424474785497078,0.8738880676251871,1.0,0.740147299803735,0.0011478675224128535
00824-Dd4bFSTQ8gi,belief,3,air hockey,0_1_59,0_1,3,0.0005345865525880433,0.9694465387169094,0.9288275258291203,0.9750258704654579,0.0006088957591749622
00824-Dd4bFSTQ8gi,belief,3,air hockey,0_6_149,0_6,4,0.0004913698809767328,0.9181212293145322,0.9277969756954261,0.9897149494109828,0.0005828347266713799
00824-Dd4bFSTQ8gi,belief,3,air hockey,0_4_7,0_4,5,0.00024537527466733124,0.9548851611138032,0.9557685739561002,0.9927725423818324,0.0002708177655282968
00824-Dd4bFSTQ8gi,belief,4,air purifier,0_4_7,0_4,1,0.031168839257105417,0.9548851611138032,0.9557685739561002,0.9927725423818324,0.034400676323904186
00824-Dd4bFSTQ8gi,belief,4,air purifier,0_1_35,0_1,2,0.01626962541017646,0.9436002045715728,0.9186584180695694,0.9937285419533587,0.018887205458487346
00824-Dd4bFSTQ8gi,belief,4,air purifier,0_6_154,0_6,3,0.006743094553124729,0.7284496228966875,0.911743489511952,0.997915162875683,0.010174039847758198
00824-Dd4bFSTQ8gi,belief,4,air purifier,0_6_143,0_6,4,0.006580019917242104,0.8521712787381153,0.9954768358042596,0.9982405650093445,0.00777023122412968
00824-Dd4bFSTQ8gi,belief,4,air purifier,0_5_141,0_5,5,0.006544458127866264,0.8877581810347396,0.916958852186766,0.9974033923687733,0.00806043205964934
00824-Dd4bFSTQ8gi,belief,5,aisle frame,0_5_345,0_5,1,0.03826778804410531,0.975064724540136,0.9237885415826778,0.9951825501947232,0.04268984632061429
00824-Dd4bFSTQ8gi,belief,5,aisle frame,0_4_117,0_4,2,0.02078792743386962,0.988535703553094,0.9424489783931624,0.995494818652997,0.02241413485556336
00824-Dd4bFSTQ8gi,belief,5,aisle frame,0_2_129,0_2,3,0.01907817741619967,0.9785196843270656,0.9206025057897467,0.9916777099287308,0.02135623112511095
00824-Dd4bFSTQ8gi,belief,5,aisle frame,0_2_112,0_2,4,0.016999333115463835,0.9853983356118805,0.9485048538102778,0.9930341356622503,0.018315396486924766
00824-Dd4bFSTQ8gi,belief,5,aisle frame,0_5_416,0_5,5,0.01599307409851494,0.9039757554017397,0.922755637082348,0.9965555033220411,0.01923919815781671
00824-Dd4bFSTQ8gi,belief,6,alarm,0_3_35,0_3,1,0.014750839807022235,0.8552236933541555,0.9230438950589228,0.9962066637995133,0.018757079784567508
00824-Dd4bFSTQ8gi,belief,6,alarm,0_0_55,0_0,2,0.014619245803240245,0.9636302219226234,0.9245795564371652,0.9987798673544314,0.016428597520627763
00824-Dd4bFSTQ8gi,belief,6,alarm,0_1_52,0_1,3,0.013437602209916643,0.9670426288967379,0.9487705709054759,0.8860270082170919,0.016529815114780237
00824-Dd4bFSTQ8gi,belief,6,alarm,0_3_31,0_3,4,0.010822450767203647,0.9029954329839135,0.9266167569836365,0.9990968885954662,0.012945901811545703
00824-Dd4bFSTQ8gi,belief,6,alarm,0_4_116,0_4,5,0.008724965380786962,0.9767318007018831,0.9430731085706365,0.9744615593847696,0.00972026962230354
00824-Dd4bFSTQ8gi,belief,7,album,0_2_118,0_2,1,0.32851991455926516,0.9795660838865262,0.9548193678583632,0.9155692133060522,0.38363264911519823
00824-Dd4bFSTQ8gi,belief,7,album,0_5_277,0_5,2,0.22133626534983797,0.9136341170421443,0.9096081134217623,0.9366862662323752,0.2843359616572877
00824-Dd4bFSTQ8gi,belief,7,album,0_5_16,0_5,3,0.1919172439135335,0.9256008538277343,0.9116673200609422,0.9992698965734864,0.22759937236955446
00824-Dd4bFSTQ8gi,belief,7,album,0_2_127,0_2,4,0.189724403609956,0.8287659775127064,0.9692424887395859,0.9823823251567811,0.2404242655327479
00824-Dd4bFSTQ8gi,belief,7,album,0_5_292,0_5,5,0.17967198740542945,0.9728397386153946,0.9715163362707585,0.9651859685911803,0.19695996655254175
00824-Dd4bFSTQ8gi,belief,8,amplifier,0_1_35,0_1,1,0.002575813214309718,0.9436002045715728,0.9186584180695694,0.9937285419533587,0.0029902294720887913
00824-Dd4bFSTQ8gi,belief,8,amplifier,0_1_52,0_1,2,0.0021550765698524752,0.9670426288967379,0.9487705709054759,0.8860270082170919,0.0026509950734787506
00824-Dd4bFSTQ8gi,belief,8,amplifier,0_4_116,0_4,3,0.0014786527849650782,0.9767318007018831,0.9430731085706365,0.9744615593847696,0.0016473307480715975
00824-Dd4bFSTQ8gi,belief,8,amplifier,0_5_308,0_5,4,0.00134714992425636,0.8731722489992778,0.9068384887821965,0.9439973818038041,0.0018022509874093572
00824-Dd4bFSTQ8gi,belief,8,amplifier,0_2_118,0_2,5,0.0012408468883171257,0.9795660838865262,0.9548193678583632,0.9155692133060522,0.0014490122449656655
00824-Dd4bFSTQ8gi,belief,9,appliance,0_5_89,0_5,1,0.876802866786409,0.9546120117681776,0.9285511369546245,0.9998632490793011,0.9893014246788675
00824-Dd4bFSTQ8gi,belief,9,appliance,0_5_37,0_5,2,0.8515290370520701,0.9582685712990763,0.9156376320451391,0.9999701973964444,0.9705133796750954
00824-Dd4bFSTQ8gi,belief,9,appliance,0_5_8,0_5,3,0.7639174773952027,0.9340534663540899,0.8928366128098626,0.9999211393408018,0.916087524016996
00824-Dd4bFSTQ8gi,belief,9,appliance,0_5_11,0_5,4,0.7557021744597139,0.9478395892309437,0.9011306519492781,0.9999247780747405,0.8848318253335367
