scene_id,method,class_id,class_label,object_id,predicted_room_id,rank,score,p_det,p_view,p_mem,p_sem_q
00843-DYehNKdT76V,belief,0,acoustic panel,1_2_95,1_2,1,0.9371373386682805,0.9798338133806758,0.9589820517642818,0.999668515357013,0.997664057162676
00843-DYehNKdT76V,belief,0,acoustic panel,1_0_39,1_0,2,0.8948302365768352,0.9903385810228803,0.9082186155831089,0.9994314494366294,0.9954364550972077
00843-DYehNKdT76V,belief,0,acoustic panel,1_0_31,1_0,3,0.8530363605610647,0.9696683581227467,0.8864361141637016,0.9992149519331708,0.9932028426467518
00843-DYehNKdT76V,belief,0,acoustic panel,1_2_92,1_2,4,0.8312006282180718,0.9818444412093504,0.9201603475280067,0.9976606564277354,0.9221823737948859
00843-DYehNKdT76V,belief,0,acoustic panel,1_1_17,1_1,5,0.6180633092471143,0.9975857644270426,0.9349266191618453,0.9967011627755186,0.6648753465141
00843-DYehNKdT76V,belief,1,air conditioner,0_1_2,0_1,1,0.280016336290567,0.9181237688729937,0.9196687404889972,0.997509841185681,0.3324555015488831
00843-DYehNKdT76V,belief,1,air conditioner,0_0_101,0_0,2,0.2722803151401032,0.9752812408203979,0.925048427674542,0.9902461044195359,0.30477459434975857
00843-DYehNKdT76V,belief,1,air conditioner,1_2_93,1_2,3,0.13763765188692204,0.988826739616119,0.9444068124131855,0.9993898754206286,0.14747655916201813
00843-DYehNKdT76V,belief,1,air conditioner,0_1_512,0_1,4,0.1229479607783635,0.9662180727077704,0.9182542870213677,0.9963539364059875,0.13908156465865312
00843-DYehNKdT76V,belief,1,air conditioner,1_3_100,1_3,5,0.10309825560271416,0.9729776792072676,0.9252712682718263,0.9970007787074296,0.11486398142068993
00843-DYehNKdT76V,belief,2,air freshener,0_0_25,0_0,1,0.005732765044689148,0.976284574870167,0.9384715163509781,0.9897532177130224,0.006321784640658024
00843-DYehNKdT76V,belief,2,air freshener,1_2_76,1_2,2,0.003941590569653319,0.942806341534569,0.9408458021327656,0.9921317006662198,0.004478795541413721
00843-DYehNKdT76V,belief,2,air freshener,0_0_138,0_0,3,0.0031158616926785167,0.9629630498312137,0.9064093631906223,0.927548297970935,0.003848643045387652
00843-DYehNKdT76V,belief,2,air freshener,0_0_101,0_0,4,0.002645918546990882,0.9752812408203979,0.925048427674542,0.9902461044195359,0.0029616858325828914
00843-DYehNKdT76V,belief,2,air freshener,1_2_77,1_2,5,0.0022312131728823717,0.9046247520577104,0.9425694513864845,0.9827509224583227,0.002662660393921052
00843-DYehNKdT76V,belief,3,air hockey,0_1_462,0_1,1,0.001431897074937707,0.9418686537947638,0.8993247118650758,0.9753604323971826,0.0017331645511827955
00843-DYehNKdT76V,belief,3,air hockey,1_0_48,1_0,2,0.0012606975260541508,0.9812915258937414,0.946765474941883,0.9922180436923738,0.0013676133112630862
00843-DYehNKdT76V,belief,3,air hockey,1_0_60,1_0,3,0.0006878926627359441,0.9772412829792712,0.9570026725374263,0.9890292445386574,0.0007436979561583089
00843-DYehNKdT76V,belief,3,air hockey,1_1_3,1_1,4,0.0006814044678656382,0.9482779715530216,0.9575854652740334,0.9084999183286149,0.0008259749507130107
00843-DYehNKdT76V,belief,3,air hockey,1_5_62,1_5,5,0.0006734768468109468,0.9268858283758163,0.8904872291270499,0.9721784008147654,0.0008393107089208761
